article_id,author_id,topic_id,type_id,submission_time
7751,19905,3,18,"2015-02-11 02:47:25.240734"
7752,12799,43,20,"2015-02-11 03:33:47.622618"
7753,17122,103,29,"2015-02-11 03:50:30.641153"
7754,5028,28,13,"2015-02-11 03:54:25.361458"
7755,13456,1,2,"2015-02-11 04:25:23.414021"
7756,14765,100,44,"2015-02-11 04:26:26.046948"
7757,8842,28,41,"2015-02-11 04:33:06.152059"
7758,5386,57,14,"2015-02-11 04:37:10.691905"
7759,13830,32,24,"2015-02-11 04:44:49.349987"
7760,7150,83,4,"2015-02-11 04:44:56.275897"
7761,2488,27,45,"2015-02-11 04:48:28.268605"
7762,10314,61,29,"2015-02-11 04:49:22.885689"
7763,16880,28,46,"2015-02-11 04:50:10.698081"
7764,9153,100,20,"2015-02-11 04:57:35.713755"
7765,16410,61,45,"2015-02-11 05:17:55.687530"
7766,9153,14,43,"2015-02-11 05:35:57.890459"
7767,19393,4,31,"2015-02-11 05:39:32.721347"
7768,2117,78,29,"2015-02-11 05:44:42.238758"
7769,7150,106,43,"2015-02-11 05:57:37.434205"
7770,18326,60,26,"2015-02-11 05:59:12.786432"
7771,5795,36,31,"2015-02-11 06:06:19.139666"
7772,4379,27,1,"2015-02-11 06:14:02.475937"
7773,18880,80,24,"2015-02-11 06:21:27.743082"
7774,10152,78,14,"2015-02-11 06:23:55.505940"
7775,7557,28,35,"2015-02-11 06:24:56.101868"
7776,14495,26,2,"2015-02-11 06:26:31.963019"
7777,2576,3,31,"2015-02-11 06:26:35.799995"
7778,17731,39,44,"2015-02-11 06:26:35.902881"
7779,5386,14,34,"2015-02-11 06:27:06.120220"
7780,9076,78,29,"2015-02-11 06:28:13.674649"
7781,8632,26,12,"2015-02-11 06:33:42.273563"
7782,15630,28,14,"2015-02-11 06:35:18.508706"
7783,17359,30,19,"2015-02-11 06:36:50.158158"
7784,15256,57,9,"2015-02-11 06:37:14.272887"
7785,4118,103,6,"2015-02-11 06:40:45.749047"
7786,699,30,9,"2015-02-11 07:00:32.703568"
7787,5897,62,31,"2015-02-11 07:01:26.850938"
7788,15679,59,29,"2015-02-11 07:01:46.973033"
7789,3185,77,43,"2015-02-11 07:03:46.158785"
7790,4057,8,9,"2015-02-11 07:21:34.029465"
7791,16820,12,35,"2015-02-11 07:23:25.632836"
7792,9943,103,45,"2015-02-11 07:23:44.176630"
7793,12954,36,31,"2015-02-11 07:28:21.962685"
7794,12967,61,38,"2015-02-11 07:30:46.976299"
7795,15957,7,29,"2015-02-11 07:34:47.249903"
7796,7150,95,47,"2015-02-11 07:38:13.133860"
7797,12314,4,23,"2015-02-11 07:42:57.459236"
7798,3227,52,41,"2015-02-11 07:43:48.544611"
7799,4977,75,29,"2015-02-11 07:58:56.869700"
7800,10361,41,19,"2015-02-11 07:59:45.919255"
7801,10314,66,12,"2015-02-11 08:02:29.219787"
7802,3185,19,1,"2015-02-11 08:04:34.038129"
7803,17772,26,49,"2015-02-11 08:05:01.048092"
7804,9271,27,29,"2015-02-11 08:06:01.910736"
7805,9,43,33,"2015-02-11 08:06:05.650177"
7806,5332,46,23,"2015-02-11 08:07:27.323875"
7807,5720,26,42,"2015-02-11 08:07:51.504412"
7808,9153,17,38,"2015-02-11 08:13:20.509483"
7809,11975,28,38,"2015-02-11 08:14:06.589011"
7810,10314,57,22,"2015-02-11 08:15:09.299522"
7811,12960,61,38,"2015-02-11 08:17:05.143398"
7812,6036,73,1,"2015-02-11 08:22:26.941801"
7813,7456,1,1,"2015-02-11 08:24:35.988740"
7814,17371,81,38,"2015-02-11 08:25:08.792762"
7815,4220,16,42,"2015-02-11 08:25:52.160355"
7816,3143,41,15,"2015-02-11 08:26:31.746883"
7817,10351,4,1,"2015-02-11 08:29:02.700574"
7818,3676,16,33,"2015-02-11 08:32:55.206337"
7819,3211,60,43,"2015-02-11 08:40:18.270684"
7820,5722,81,22,"2015-02-11 08:42:55.481760"
7821,8088,44,4,"2015-02-11 08:55:10.719317"
7822,12963,44,45,"2015-02-11 08:57:31.355428"
7823,10739,62,29,"2015-02-11 08:57:33.776350"
7824,7557,31,30,"2015-02-11 08:58:10.009779"
7825,15395,100,14,"2015-02-11 09:05:58.302215"
7826,1518,33,13,"2015-02-11 09:14:53.576824"
7827,15755,61,29,"2015-02-11 09:23:23.398185"
7828,9674,49,44,"2015-02-11 09:26:49.501587"
7829,7657,8,34,"2015-02-11 09:31:03.600610"
7830,18586,65,48,"2015-02-11 09:32:47.001994"
7831,13643,81,19,"2015-02-11 09:35:32.855882"
7832,7759,30,18,"2015-02-11 09:36:20.980717"
7833,7206,29,34,"2015-02-11 09:38:05.891030"
7834,17432,83,24,"2015-02-11 09:44:34.847885"
7835,15340,39,34,"2015-02-11 09:45:03.328607"
7836,3790,28,18,"2015-02-11 09:48:12.980361"
7837,19204,59,33,"2015-02-11 09:51:08.870857"
7838,9943,27,1,"2015-02-11 09:51:10.559561"
7839,6289,46,24,"2015-02-11 09:52:29.075650"
7840,5720,7,20,"2015-02-11 09:57:16.132574"
7841,12778,60,41,"2015-02-11 09:57:44.087990"
7842,5508,52,1,"2015-02-11 10:04:10.828961"
7843,16410,1,1,"2015-02-11 10:11:44.770864"
7844,10314,80,29,"2015-02-11 10:11:51.100661"
7845,7089,48,1,"2015-02-11 10:18:14.637520"
7846,12491,58,1,"2015-02-11 10:21:34.912273"
7847,8915,77,23,"2015-02-11 10:25:25.555759"
7848,5722,103,29,"2015-02-11 10:26:24.907496"
7849,9179,39,38,"2015-02-11 10:27:19.902341"
7850,1946,80,22,"2015-02-11 10:31:39.388437"
7851,12960,59,36,"2015-02-11 10:33:10.689739"
7852,7557,3,19,"2015-02-11 10:33:28.885646"
7853,3696,59,21,"2015-02-11 10:40:46.220623"
7854,3185,3,23,"2015-02-11 10:43:05.460373"
7855,9328,64,2,"2015-02-11 10:44:37.319122"
7856,6181,81,12,"2015-02-11 10:51:31.048922"
7857,11996,77,21,"2015-02-11 10:52:30.171108"
7858,14193,28,19,"2015-02-11 10:53:55.372929"
7859,15385,83,20,"2015-02-11 10:54:28.272753"
7860,17359,28,48,"2015-02-11 11:02:38.346813"
7861,17390,59,24,"2015-02-11 11:09:09.136264"
7862,18671,8,31,"2015-02-11 11:10:27.870349"
7863,18299,59,48,"2015-02-11 11:12:07.148939"
7864,8523,7,48,"2015-02-11 11:13:38.998706"
7865,4800,106,49,"2015-02-11 11:16:40.759356"
7866,14810,39,21,"2015-02-11 11:22:18.621302"
7867,566,78,13,"2015-02-11 11:26:38.774721"
7868,10441,81,24,"2015-02-11 11:27:18.668415"
7869,598,80,24,"2015-02-11 11:33:50.375479"
7870,3696,103,24,"2015-02-11 11:33:57.398015"
7871,6114,28,29,"2015-02-11 11:35:22.926628"
7872,19446,83,14,"2015-02-11 11:36:49.902018"
7873,14495,62,24,"2015-02-11 11:38:09.362178"
7874,11416,46,19,"2015-02-11 11:39:11.844744"
7875,10799,41,26,"2015-02-11 11:47:21.887627"
7876,9913,31,19,"2015-02-11 11:49:05.519818"
7877,19948,36,12,"2015-02-11 11:51:18.997820"
7878,8474,60,9,"2015-02-11 11:55:34.045522"
7879,7903,103,43,"2015-02-11 11:55:48.389060"
7880,3873,55,21,"2015-02-11 11:56:44.564382"
7881,16820,61,24,"2015-02-11 12:04:31.947944"
7882,1993,8,12,"2015-02-11 12:09:28.500377"
7883,4511,90,44,"2015-02-11 12:14:18.288650"
7884,7766,39,31,"2015-02-11 12:21:14.803579"
7885,3143,90,12,"2015-02-11 12:25:11.038960"
7886,18907,77,23,"2015-02-11 12:30:59.255068"
7887,7657,27,23,"2015-02-11 12:39:45.929145"
7888,6806,45,48,"2015-02-11 12:44:09.534868"
7889,7150,52,17,"2015-02-11 12:46:52.299031"
7890,699,56,35,"2015-02-11 12:50:26.795097"
7891,5224,52,45,"2015-02-11 13:00:36.697341"
7892,12104,26,34,"2015-02-11 13:01:52.451455"
7893,10365,59,4,"2015-02-11 13:04:38.935961"
7894,14708,52,22,"2015-02-11 13:06:06.097302"
7895,10200,28,49,"2015-02-11 13:07:41.911315"
7896,11443,38,28,"2015-02-11 13:13:09.575210"
7897,14810,100,26,"2015-02-11 13:14:05.023103"
7898,12296,29,22,"2015-02-11 13:14:07.244450"
7899,3612,28,24,"2015-02-11 13:20:38.850435"
7900,19914,28,29,"2015-02-11 13:23:50.127722"
7901,3997,93,25,"2015-02-11 13:33:26.160203"
7902,19393,95,1,"2015-02-11 13:33:48.501419"
7903,2556,72,48,"2015-02-11 13:36:17.817793"
7904,2969,39,14,"2015-02-11 13:36:37.639005"
7905,7241,3,34,"2015-02-11 13:39:04.028014"
7906,19914,26,19,"2015-02-11 13:41:12.305875"
7907,6225,49,49,"2015-02-11 13:41:19.406944"
7908,4077,80,19,"2015-02-11 13:42:51.537750"
7909,15064,17,13,"2015-02-11 13:44:21.932991"
7910,4264,58,29,"2015-02-11 13:48:40.739893"
7911,10365,3,29,"2015-02-11 13:54:14.423078"
7912,8088,3,48,"2015-02-11 13:55:33.057242"
7913,14085,65,45,"2015-02-11 13:58:30.230044"
7914,11383,55,18,"2015-02-11 14:05:22.064624"
7915,104,39,34,"2015-02-11 14:05:36.630000"
7916,14262,39,36,"2015-02-11 14:17:06.375666"
7917,17678,16,38,"2015-02-11 14:21:41.132046"
7918,18494,103,34,"2015-02-11 14:22:32.492241"
7919,2839,23,38,"2015-02-11 14:26:10.026803"
7920,3117,52,19,"2015-02-11 14:30:32.948940"
7921,7196,28,5,"2015-02-11 14:32:47.804780"
7922,11676,39,24,"2015-02-11 14:35:26.717103"
7923,772,28,38,"2015-02-11 14:36:08.847668"
7924,2922,39,45,"2015-02-11 14:42:20.726550"
7925,12425,85,9,"2015-02-11 14:43:56.958152"
7926,7650,98,18,"2015-02-11 14:45:21.064137"
7927,17463,64,24,"2015-02-11 14:45:53.168132"
7928,9271,39,43,"2015-02-11 14:46:22.508473"
7929,15558,103,31,"2015-02-11 14:49:42.462247"
7930,3185,39,34,"2015-02-11 14:50:19.887250"
7931,1547,77,41,"2015-02-11 14:53:36.731164"
7932,8523,29,43,"2015-02-11 14:54:41.637343"
7933,9674,81,9,"2015-02-11 14:57:52.301166"
7934,12963,28,1,"2015-02-11 14:59:20.432651"
7935,17880,99,48,"2015-02-11 15:00:17.443946"
7936,11443,28,24,"2015-02-11 15:03:33.851322"
7937,12648,50,18,"2015-02-11 15:20:03.221520"
7938,2814,103,2,"2015-02-11 15:21:41.093607"
7939,11720,78,12,"2015-02-11 15:24:20.065789"
7940,4190,103,14,"2015-02-11 15:27:50.299840"
7941,13460,50,1,"2015-02-11 15:30:10.030852"
7942,15256,18,23,"2015-02-11 15:33:34.155054"
7943,4384,106,38,"2015-02-11 15:39:49.376171"
7944,17169,39,2,"2015-02-11 15:49:03.956197"
7945,19427,64,4,"2015-02-11 15:56:08.771926"
7946,18478,9,17,"2015-02-11 15:56:16.928977"
7947,9913,78,38,"2015-02-11 15:57:21.421458"
7948,16835,3,35,"2015-02-11 16:02:26.045240"
7949,6804,27,29,"2015-02-11 16:07:44.020496"
7950,7903,34,48,"2015-02-11 16:14:18.797403"
7951,14386,30,4,"2015-02-11 16:16:25.377866"
7952,10049,65,49,"2015-02-11 16:16:51.878541"
7953,699,52,29,"2015-02-11 16:18:21.786306"
7954,12954,82,27,"2015-02-11 16:30:16.249289"
7955,2117,98,45,"2015-02-11 16:32:42.010963"
7956,18961,34,9,"2015-02-11 16:37:15.612661"
7957,6795,40,18,"2015-02-11 16:37:46.828754"
7958,6064,88,29,"2015-02-11 16:38:42.299146"
7959,9328,27,41,"2015-02-11 16:53:15.725871"
7960,18713,29,26,"2015-02-11 16:55:00.842097"
7961,4977,63,26,"2015-02-11 16:59:12.090170"
7962,14708,88,12,"2015-02-11 16:59:49.854764"
7963,16410,103,45,"2015-02-11 17:03:33.675259"
7964,13702,28,49,"2015-02-11 17:07:35.036407"
7965,15613,61,44,"2015-02-11 17:09:15.333626"
7966,5386,70,49,"2015-02-11 17:19:25.630492"
7967,12960,4,14,"2015-02-11 17:26:50.835308"
7968,4220,39,19,"2015-02-11 17:36:22.759589"
7969,16692,17,24,"2015-02-11 17:38:40.782039"
7970,14386,3,45,"2015-02-11 17:51:36.400724"
7971,17351,60,22,"2015-02-11 18:16:18.793293"
7972,10441,32,1,"2015-02-11 18:26:57.483813"
7973,10365,90,30,"2015-02-11 18:31:48.798296"
7974,6439,78,29,"2015-02-11 18:35:26.148021"
7975,14750,80,19,"2015-02-11 18:37:18.030336"
7976,9943,14,20,"2015-02-11 18:51:08.846885"
7977,6227,27,24,"2015-02-11 19:01:17.454551"
7978,3208,78,34,"2015-02-11 19:02:39.855975"
7979,18471,28,48,"2015-02-11 19:09:26.432701"
7980,3736,103,19,"2015-02-11 19:19:02.731288"
7981,18981,78,27,"2015-02-11 19:26:08.427070"
7982,7123,77,41,"2015-02-11 19:43:20.241906"
7983,12221,55,5,"2015-02-11 19:46:21.032110"
7984,15558,39,38,"2015-02-11 20:03:02.593002"
7985,18957,43,32,"2015-02-11 20:28:09.175164"
7986,18299,59,15,"2015-02-11 20:28:15.154040"
7987,19324,83,41,"2015-02-11 20:29:04.864212"
7988,17169,103,29,"2015-02-11 20:56:15.487922"
7989,14708,28,19,"2015-02-11 21:02:17.061160"
7990,17413,28,19,"2015-02-11 21:23:27.598965"
7991,16410,9,34,"2015-02-11 21:33:54.936082"
7992,19026,4,23,"2015-02-11 22:36:30.286122"
7993,15340,96,1,"2015-02-11 22:59:41.634347"
7994,19427,85,4,"2015-02-11 23:10:01.320716"
7995,13530,19,35,"2015-02-12 00:18:09.746755"
7996,12908,1,20,"2015-02-12 00:24:00.620842"
7997,13830,49,14,"2015-02-12 00:29:48.853026"
7998,11532,100,8,"2015-02-12 00:35:32.275140"
7999,8915,17,29,"2015-02-12 00:42:12.576826"
8000,798,81,45,"2015-02-12 00:42:29.061190"
8001,7150,13,1,"2015-02-12 01:01:17.801436"
8002,17359,43,48,"2015-02-12 01:15:27.276681"
8003,6741,57,29,"2015-02-12 01:32:03.555761"
8004,798,44,1,"2015-02-12 02:39:15.579633"
8005,11532,33,44,"2015-02-12 02:52:22.512468"
8006,7241,39,1,"2015-02-12 03:04:18.526085"
8007,8829,70,29,"2015-02-12 03:12:32.675546"
8008,19523,91,22,"2015-02-12 03:14:43.030943"
8009,12249,57,19,"2015-02-12 03:19:04.812004"
8010,18478,4,48,"2015-02-12 03:24:19.287064"
8011,2271,14,4,"2015-02-12 03:29:30.984622"
8012,19769,8,45,"2015-02-12 03:31:27.583859"
8013,15705,75,43,"2015-02-12 03:35:41.425848"
8014,12249,50,14,"2015-02-12 03:42:21.301303"
8015,2117,103,29,"2015-02-12 03:47:08.746435"
8016,12865,14,38,"2015-02-12 03:51:21.082315"
8017,9271,93,1,"2015-02-12 03:57:48.591478"
8018,11532,78,45,"2015-02-12 03:58:31.800407"
8019,580,39,24,"2015-02-12 04:00:31.145110"
8020,17122,56,19,"2015-02-12 04:09:08.166741"
8021,6806,90,9,"2015-02-12 04:17:27.285380"
8022,17411,44,38,"2015-02-12 04:20:09.384833"
8023,1593,35,45,"2015-02-12 04:31:06.843617"
8024,15613,31,34,"2015-02-12 05:04:16.239198"
8025,12258,57,41,"2015-02-12 05:09:39.577011"
8026,7150,65,32,"2015-02-12 05:10:39.450056"
8027,17359,31,49,"2015-02-12 05:14:28.630066"
8028,7196,1,29,"2015-02-12 05:18:59.432216"
8029,946,24,41,"2015-02-12 05:19:43.064976"
8030,7675,77,22,"2015-02-12 05:26:35.662450"
8031,12967,103,22,"2015-02-12 05:33:45.826421"
8032,17922,100,24,"2015-02-12 05:35:06.084463"
8033,6873,94,9,"2015-02-12 05:42:51.883185"
8034,6804,43,29,"2015-02-12 05:46:52.130354"
8035,2922,57,29,"2015-02-12 05:47:08.063697"
8036,5771,66,23,"2015-02-12 06:09:45.992730"
8037,5109,3,4,"2015-02-12 06:12:42.165319"
8038,10352,32,14,"2015-02-12 06:14:44.549790"
8039,4379,41,20,"2015-02-12 06:16:42.428565"
8040,10365,64,44,"2015-02-12 06:18:13.033864"
8041,1993,28,45,"2015-02-12 06:19:22.296523"
8042,7150,8,48,"2015-02-12 06:19:52.367846"
8043,18586,90,29,"2015-02-12 06:37:23.992703"
8044,7241,81,47,"2015-02-12 06:40:42.480351"
8045,10739,8,44,"2015-02-12 06:41:20.785529"
8046,19152,8,19,"2015-02-12 06:42:35.604537"
8047,16420,9,34,"2015-02-12 06:46:20.004625"
8048,3761,52,48,"2015-02-12 06:51:52.077846"
8049,15957,81,48,"2015-02-12 06:55:09.522654"
8050,14215,28,30,"2015-02-12 06:56:49.988925"
8051,15783,103,13,"2015-02-12 07:05:38.804541"
8052,12960,7,17,"2015-02-12 07:06:41.893952"
8053,19308,50,1,"2015-02-12 07:12:51.768824"
8054,12491,1,43,"2015-02-12 07:18:44.192656"
8055,4379,81,46,"2015-02-12 07:21:45.733491"
8056,4543,27,36,"2015-02-12 07:23:05.535838"
8057,10745,65,38,"2015-02-12 07:26:41.929352"
8058,9000,41,18,"2015-02-12 07:28:31.618325"
8059,9943,17,19,"2015-02-12 07:28:49.522369"
8060,1254,27,24,"2015-02-12 07:46:26.628102"
8061,9581,16,12,"2015-02-12 07:47:16.486604"
8062,9000,27,34,"2015-02-12 07:52:59.524577"
8063,8842,57,24,"2015-02-12 08:00:33.689456"
8064,14384,28,45,"2015-02-12 08:05:23.091748"
8065,798,96,9,"2015-02-12 08:05:30.333710"
8066,12221,103,19,"2015-02-12 08:05:47.427858"
8067,9913,77,22,"2015-02-12 08:06:25.502391"
8068,12963,57,29,"2015-02-12 08:07:48.704467"
8069,3185,24,21,"2015-02-12 08:08:54.824404"
8070,10690,77,49,"2015-02-12 08:11:03.316447"
8071,8081,8,23,"2015-02-12 08:12:30.791800"
8072,15630,52,13,"2015-02-12 08:21:43.963302"
8073,5729,65,45,"2015-02-12 08:25:03.121030"
8074,11276,24,22,"2015-02-12 08:32:11.186541"
8075,12491,17,17,"2015-02-12 08:33:05.553963"
8076,1189,8,34,"2015-02-12 08:33:08.356349"
8077,6615,40,31,"2015-02-12 08:38:43.441443"
8078,898,41,41,"2015-02-12 08:43:43.152492"
8079,1699,80,35,"2015-02-12 08:45:00.591339"
8080,946,77,33,"2015-02-12 08:47:20.246312"
8081,3873,80,48,"2015-02-12 08:47:45.573881"
8082,11469,59,31,"2015-02-12 08:50:07.385203"
8083,4190,68,24,"2015-02-12 08:52:06.792569"
8084,11860,64,18,"2015-02-12 08:56:49.207855"
8085,12389,82,48,"2015-02-12 08:59:33.619847"
8086,5139,58,45,"2015-02-12 09:02:29.321194"
8087,15344,81,36,"2015-02-12 09:02:47.026389"
8088,15755,23,48,"2015-02-12 09:04:19.476417"
8089,13456,8,24,"2015-02-12 09:12:39.988109"
8090,13343,39,24,"2015-02-12 09:17:45.367329"
8091,16692,61,29,"2015-02-12 09:19:15.660533"
8092,19152,27,49,"2015-02-12 09:28:52.887615"
8093,4220,65,41,"2015-02-12 09:29:48.132756"
8094,6806,103,40,"2015-02-12 09:30:04.255124"
8095,699,26,34,"2015-02-12 09:32:01.728733"
8096,15630,82,19,"2015-02-12 09:35:23.899298"
8097,18471,39,9,"2015-02-12 09:36:25.957825"
8098,17271,35,29,"2015-02-12 09:42:51.308343"
8099,10271,14,34,"2015-02-12 09:46:58.873038"
8100,8915,28,47,"2015-02-12 09:52:59.593915"
8101,12648,41,15,"2015-02-12 09:57:32.106133"
8102,17758,103,24,"2015-02-12 09:59:26.110168"
8103,598,7,24,"2015-02-12 10:01:16.516536"
8104,12178,80,43,"2015-02-12 10:01:51.130307"
8105,19467,33,14,"2015-02-12 10:05:51.060904"
8106,14708,39,22,"2015-02-12 10:06:48.571844"
8107,19393,33,20,"2015-02-12 10:12:21.951159"
8108,17413,17,34,"2015-02-12 10:18:47.051223"
8109,19015,52,22,"2015-02-12 10:18:49.362799"
8110,6804,78,31,"2015-02-12 10:24:47.897021"
8111,6107,26,19,"2015-02-12 10:31:29.891498"
8112,11341,65,22,"2015-02-12 10:32:16.943589"
8113,13530,91,49,"2015-02-12 10:34:45.715554"
8114,11276,7,41,"2015-02-12 10:37:18.343536"
8115,14474,14,27,"2015-02-12 10:39:16.187720"
8116,7123,78,43,"2015-02-12 10:39:45.550048"
8117,10690,59,45,"2015-02-12 10:40:24.133953"
8118,15630,52,25,"2015-02-12 10:43:02.628476"
8119,16516,57,38,"2015-02-12 10:43:38.439686"
8120,5507,28,22,"2015-02-12 10:53:27.221771"
8121,18981,91,34,"2015-02-12 10:58:34.584542"
8122,5386,59,45,"2015-02-12 11:05:06.694825"
8123,10177,61,31,"2015-02-12 11:05:53.391802"
8124,17413,77,31,"2015-02-12 11:08:04.495236"
8125,9328,3,1,"2015-02-12 11:10:11.500613"
8126,10629,59,34,"2015-02-12 11:11:24.409345"
8127,13604,48,38,"2015-02-12 11:18:33.913801"
8128,14849,48,45,"2015-02-12 11:20:18.975223"
8129,7224,58,49,"2015-02-12 11:20:27.247576"
8130,7903,48,27,"2015-02-12 11:24:29.413817"
8131,5109,75,42,"2015-02-12 11:26:36.179130"
8132,9943,67,19,"2015-02-12 11:33:02.683628"
8133,18671,66,32,"2015-02-12 11:34:07.409388"
8134,7612,81,1,"2015-02-12 11:41:18.092845"
8135,13378,64,9,"2015-02-12 11:43:02.174362"
8136,16692,48,31,"2015-02-12 11:47:28.597148"
8137,12491,100,22,"2015-02-12 11:48:46.329145"
8138,18016,66,2,"2015-02-12 11:56:17.466328"
8139,15957,61,44,"2015-02-12 11:57:51.008326"
8140,12960,88,23,"2015-02-12 11:57:55.417186"
8141,4220,28,18,"2015-02-12 12:04:57.327944"
8142,18082,106,9,"2015-02-12 12:08:12.649128"
8143,3684,29,31,"2015-02-12 12:11:58.711498"
8144,14810,103,31,"2015-02-12 12:12:17.320516"
8145,8046,52,22,"2015-02-12 12:12:31.558211"
8146,4977,32,27,"2015-02-12 12:16:19.545229"
8147,12491,29,18,"2015-02-12 12:17:31.933836"
8148,16144,59,30,"2015-02-12 12:26:46.032335"
8149,4190,74,9,"2015-02-12 12:30:10.403594"
8150,3008,7,29,"2015-02-12 12:31:08.016494"
8151,10365,50,1,"2015-02-12 12:42:09.298990"
8152,13530,103,29,"2015-02-12 12:46:04.084224"
8153,17303,61,9,"2015-02-12 12:47:00.392876"
8154,4511,8,23,"2015-02-12 12:47:25.361606"
8155,15910,8,32,"2015-02-12 12:54:02.845428"
8156,19152,14,28,"2015-02-12 12:56:53.059271"
8157,17559,26,13,"2015-02-12 12:58:23.979644"
8158,5722,103,42,"2015-02-12 13:00:05.522910"
8159,3736,81,45,"2015-02-12 13:06:26.653438"
8160,598,85,14,"2015-02-12 13:19:56.128028"
8161,17351,59,22,"2015-02-12 13:21:07.049584"
8162,11970,99,29,"2015-02-12 13:26:44.178537"
8163,4118,78,29,"2015-02-12 13:28:49.475937"
8164,18591,59,43,"2015-02-12 13:34:00.277943"
8165,14124,71,22,"2015-02-12 13:39:45.501051"
8166,11873,103,2,"2015-02-12 13:42:00.895038"
8167,10441,24,25,"2015-02-12 13:44:37.426108"
8168,3696,103,47,"2015-02-12 13:47:41.736761"
8169,12104,81,31,"2015-02-12 13:49:37.799335"
8170,17169,8,29,"2015-02-12 13:50:32.709247"
8171,4752,28,34,"2015-02-12 13:52:27.250712"
8172,2640,8,19,"2015-02-12 13:57:06.207045"
8173,9674,8,21,"2015-02-12 13:59:36.675427"
8174,5722,28,42,"2015-02-12 13:59:39.894686"
8175,15801,59,23,"2015-02-12 14:02:41.480503"
8176,18426,103,34,"2015-02-12 14:05:21.001760"
8177,4235,29,44,"2015-02-12 14:08:06.355496"
8178,13460,48,2,"2015-02-12 14:08:13.683965"
8179,18671,48,26,"2015-02-12 14:08:17.488525"
8180,6763,43,43,"2015-02-12 14:08:24.171645"
8181,19914,90,29,"2015-02-12 14:10:42.720372"
8182,3873,103,29,"2015-02-12 14:13:40.787180"
8183,7089,77,33,"2015-02-12 14:15:59.285230"
8184,13530,60,24,"2015-02-12 14:17:09.493802"
8185,1060,1,5,"2015-02-12 14:20:38.469118"
8186,19093,103,22,"2015-02-12 14:25:59.159274"
8187,7224,9,22,"2015-02-12 14:26:44.863875"
8188,18326,90,6,"2015-02-12 14:28:27.613119"
8189,699,57,20,"2015-02-12 14:33:51.441619"
8190,6791,4,46,"2015-02-12 14:41:05.710230"
8191,18478,78,38,"2015-02-12 14:48:20.033497"
8192,13467,98,44,"2015-02-12 14:53:36.077209"
8193,19353,61,24,"2015-02-12 14:58:04.346824"
8194,3884,103,28,"2015-02-12 15:00:43.574115"
8195,19093,41,15,"2015-02-12 15:01:58.653203"
8196,15630,7,29,"2015-02-12 15:17:19.257606"
8197,7123,39,47,"2015-02-12 15:23:15.011177"
8198,13224,62,19,"2015-02-12 15:25:58.142710"
8199,11276,50,12,"2015-02-12 15:30:40.695047"
8200,250,84,45,"2015-02-12 15:32:30.465904"
8201,12967,55,20,"2015-02-12 15:33:10.641876"
8202,9700,27,29,"2015-02-12 15:43:07.332101"
8203,9913,62,29,"2015-02-12 15:49:49.094251"
8204,12104,59,31,"2015-02-12 15:53:31.609011"
8205,2117,78,20,"2015-02-12 15:55:16.414091"
8206,3187,81,1,"2015-02-12 15:57:06.905335"
8207,18082,46,34,"2015-02-12 15:59:05.792895"
8208,9076,58,31,"2015-02-12 15:59:44.104026"
8209,18981,17,9,"2015-02-12 16:01:20.013691"
8210,3807,24,29,"2015-02-12 16:04:49.015345"
8211,13702,81,48,"2015-02-12 16:06:58.878910"
8212,5386,59,24,"2015-02-12 16:08:47.327436"
8213,11996,85,31,"2015-02-12 16:26:09.145339"
8214,2929,28,25,"2015-02-12 16:31:14.927942"
8215,4511,4,4,"2015-02-12 16:37:09.310942"
8216,2362,70,25,"2015-02-12 16:43:52.157779"
8217,12178,96,9,"2015-02-12 16:48:33.113834"
8218,4235,57,38,"2015-02-12 16:53:11.962134"
8219,5094,103,21,"2015-02-12 16:54:32.649033"
8220,2795,90,6,"2015-02-12 17:02:04.043064"
8221,7883,90,40,"2015-02-12 17:08:11.249080"
8222,761,23,20,"2015-02-12 17:08:14.929739"
8223,5109,28,2,"2015-02-12 17:18:45.401878"
8224,8445,6,2,"2015-02-12 17:19:46.798467"
8225,15705,9,31,"2015-02-12 17:30:20.972262"
8226,481,28,23,"2015-02-12 17:31:46.965441"
8227,14495,90,47,"2015-02-12 17:32:11.590389"
8228,13467,59,22,"2015-02-12 17:41:10.454899"
8229,7150,103,12,"2015-02-12 17:46:07.867873"
8230,12491,27,22,"2015-02-12 17:46:48.791324"
8231,18981,57,38,"2015-02-12 17:49:47.946100"
8232,3185,17,22,"2015-02-12 17:50:16.097383"
8233,3185,39,36,"2015-02-12 17:56:17.898926"
8234,6763,81,44,"2015-02-12 18:01:59.230256"
8235,14849,52,15,"2015-02-12 18:07:41.015787"
8236,17888,44,15,"2015-02-12 18:14:24.876828"
8237,6806,16,31,"2015-02-12 18:30:06.176462"
8238,6806,57,29,"2015-02-12 18:31:59.182787"
8239,2922,9,22,"2015-02-12 18:37:16.406997"
8240,1547,8,31,"2015-02-12 18:37:17.118154"
8241,13467,66,4,"2015-02-12 18:38:27.370536"
8242,4568,28,48,"2015-02-12 18:48:22.892633"
8243,4067,91,2,"2015-02-12 18:54:50.582810"
8244,13456,57,49,"2015-02-12 18:57:01.579495"
8245,14810,39,45,"2015-02-12 19:03:32.159319"
8246,4977,91,31,"2015-02-12 19:05:07.209036"
8247,485,78,48,"2015-02-12 19:08:24.666725"
8248,7868,30,49,"2015-02-12 19:15:02.132444"
8249,5109,7,31,"2015-02-12 19:18:56.552466"
8250,16045,90,24,"2015-02-12 19:30:10.679495"
